date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:24:26	4446/4446	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2012:29:32%20GMT	https://webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/css/slick.min.css?ver=1.2.12	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/css/slick.mind115.css	(from https://webbiit.com/)
22:24:28	5235/5235	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2012:29:32%20GMT	https://webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/css/magnific-popup.min.css?ver=1.2.12	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/css/magnific-popup.mind115.css	(from https://webbiit.com/)
22:24:30	4956/4956	---M--	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2012:29:32%20GMT	https://webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/styles/style.min.css?ver=1.2.12	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/styles/style.mind115.css	(from https://webbiit.com/)
22:24:31	757102/757102	---M--	200	added ('OK')	text/css	date:Sat,%2018%20Jan%202020%2000:05:49%20GMT	https://webbiit.com/wp-content/themes/Divi/style.css?ver=4.2.1	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/style50fa.css	(from https://webbiit.com/)
22:24:32	59016/59016	---M--	200	added ('OK')	text/css	date:Sat,%2029%20May%202021%2016:41:55%20GMT	https://webbiit.com/wp-includes/css/dashicons.min.css?ver=6.5.5	C:/My%20Web%20Sites/webbit/webbiit.com/wp-includes/css/dashicons.minadc6.css	(from https://webbiit.com/)
22:24:33	87553/87553	---M--	200	added ('OK')	application/javascript	date:Fri,%2017%20Nov%202023%2019:31:31%20GMT	https://webbiit.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/webbit/webbiit.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://webbiit.com/)
22:24:34	13577/13577	---M--	200	added ('OK')	application/javascript	date:Thu,%2024%20Aug%202023%2016:55:07%20GMT	https://webbiit.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/webbit/webbiit.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://webbiit.com/)
22:24:35	1674/1674	---M--	200	added ('OK')	application/javascript	date:Tue,%2031%20Dec%202019%2018:16:16%20GMT	https://webbiit.com/wp-content/themes/Divi/core/admin/js/recaptcha.js?ver=6.5.5	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/core/admin/js/recaptchaadc6.js	(from https://webbiit.com/)
22:24:37	40948/40948	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:24:38%20GMT	https://webbiit.com/wp-json/wp/v2/pages/2540	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/wp/v2/pages/2540.json	(from https://webbiit.com/)
22:24:38	244948/244948	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:24:38%20GMT	https://webbiit.com/wp-json/	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/index.html	(from https://webbiit.com/)
22:24:38	780/780	---M--	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202024%2021:24:39%20GMT	https://webbiit.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/webbit/webbiit.com/xmlrpc0db0.php	(from https://webbiit.com/)
22:24:40	2244/2244	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:24:41%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2F	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embed8478.json	(from https://webbiit.com/)
22:24:41	2403/2403	---MC-	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202024%2021:24:42%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2F&format=xml	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embed3733	(from https://webbiit.com/)
22:24:42	22654/22654	---M--	200	added ('OK')	text/css	date:Fri,%2030%20Aug%202024%2017:00:22%20GMT	https://webbiit.com/wp-content/et-cache/2540/et-core-unified-2540-17250372217444.min.css	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/et-cache/2540/et-core-unified-2540-17250372217444.min.css	(from https://webbiit.com/)
22:24:44	15650/15650	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Apr%202023%2017:49:13%20GMT	https://webbiit.com/wp-content/uploads/2023/04/webbiit-logo-new.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/webbiit-logo-new.png	(from https://webbiit.com/)
22:24:46	31471/31471	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202024%2021:24:46%20GMT	https://webbiit.com/our-services/	C:/My%20Web%20Sites/webbit/webbiit.com/our-services/index.html	(from https://webbiit.com/)
22:24:47	57452/57452	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202024%2021:24:47%20GMT	https://webbiit.com/web-design/	C:/My%20Web%20Sites/webbit/webbiit.com/web-design/index.html	(from https://webbiit.com/)
22:24:47	201569/201569	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Apr%202023%2017:30:51%20GMT	https://webbiit.com/wp-content/uploads/2023/04/info-5.jpg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/info-5.jpg	(from https://webbiit.com/)
22:24:47	57540/57540	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202024%2021:24:46%20GMT	https://webbiit.com/about-us/	C:/My%20Web%20Sites/webbit/webbiit.com/about-us/index.html	(from https://webbiit.com/)
22:24:48	10642/10642	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Apr%202023%2021:13:55%20GMT	https://webbiit.com/wp-content/uploads/2023/04/icon-1@2x.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/icon-1@2x.png	(from https://webbiit.com/)
22:24:49	43659/43659	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202024%2021:24:49%20GMT	https://webbiit.com/web-content-marketing/	C:/My%20Web%20Sites/webbit/webbiit.com/web-content-marketing/index.html	(from https://webbiit.com/)
22:24:51	608/608	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Apr%202023%2007:06:36%20GMT	https://webbiit.com/wp-content/uploads/2023/04/icon-service-1.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/icon-service-1.png	(from https://webbiit.com/)
22:24:51	565018/565018	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Apr%202023%2021:12:25%20GMT	https://webbiit.com/wp-content/uploads/2023/04/webbiit-new.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/webbiit-new.png	(from https://webbiit.com/)
22:24:51	43729/43729	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202024%2021:24:52%20GMT	https://webbiit.com/sales-funnel-and-email-marketing/	C:/My%20Web%20Sites/webbit/webbiit.com/sales-funnel-and-email-marketing/index.html	(from https://webbiit.com/)
22:24:52	702/702	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Apr%202023%2007:06:37%20GMT	https://webbiit.com/wp-content/uploads/2023/04/icon-service-2.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/icon-service-2.png	(from https://webbiit.com/)
22:24:53	658/658	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Apr%202023%2007:06:38%20GMT	https://webbiit.com/wp-content/uploads/2023/04/icon-service-3.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/icon-service-3.png	(from https://webbiit.com/)
22:24:55	52342/52342	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202024%2021:24:55%20GMT	https://webbiit.com/video-production/	C:/My%20Web%20Sites/webbit/webbiit.com/video-production/index.html	(from https://webbiit.com/)
22:24:55	24103/24103	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Apr%202023%2012:31:11%20GMT	https://webbiit.com/wp-content/uploads/2023/04/logo-1.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/logo-1.png	(from https://webbiit.com/)
22:24:56	4897/4897	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Apr%202023%2012:31:30%20GMT	https://webbiit.com/wp-content/uploads/2023/04/bidvertiser1.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/bidvertiser1.png	(from https://webbiit.com/)
22:24:57	13504/13504	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Apr%202023%2012:31:31%20GMT	https://webbiit.com/wp-content/uploads/2023/04/fashionafria.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/fashionafria.png	(from https://webbiit.com/)
22:24:59	10268/10268	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Apr%202023%2012:31:31%20GMT	https://webbiit.com/wp-content/uploads/2023/04/oshe.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/oshe.png	(from https://webbiit.com/)
22:25:00	16880/16880	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Apr%202023%2012:31:32%20GMT	https://webbiit.com/wp-content/uploads/2023/04/oshonism.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/oshonism.png	(from https://webbiit.com/)
22:25:02	17331/17331	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Apr%202023%2021:20:26%20GMT	https://webbiit.com/wp-content/uploads/2023/04/icon-2@2x.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/icon-2@2x.png	(from https://webbiit.com/)
22:25:03	667680/667680	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Apr%202023%2021:18:24%20GMT	https://webbiit.com/wp-content/uploads/2023/04/info-8@2x.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/info-8@2x.png	(from https://webbiit.com/)
22:25:03	326/326	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2007%20Nov%202020%2013:36:12%20GMT	https://webbiit.com/wp-content/uploads/2020/08/box-bg-1.svg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2020/08/box-bg-1.svg	(from https://webbiit.com/)
22:25:05	15650/15650	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Apr%202023%2012:52:02%20GMT	https://webbiit.com/wp-content/uploads/2023/04/webbiit-logo-new-1.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/uploads/2023/04/webbiit-logo-new-1.png	(from https://webbiit.com/)
22:25:06	3399/3399	---M--	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2022:40:58%20GMT	https://webbiit.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app.js?ver=3.1	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app128b.js	(from https://webbiit.com/)
22:25:07	30850/30850	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202024%2021:25:08%20GMT	https://webbiit.com/search-engine-optimization/	C:/My%20Web%20Sites/webbit/webbiit.com/search-engine-optimization/index.html	(from https://webbiit.com/)
22:25:08	43245/43245	---M--	200	added ('OK')	application/javascript	date:Mon,%2003%20Apr%202023%2012:29:32%20GMT	https://webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/js/slick.min.js?ver=1.2.12	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/js/slick.mind115.js	(from https://webbiit.com/)
22:25:09	20216/20216	---M--	200	added ('OK')	application/javascript	date:Mon,%2003%20Apr%202023%2012:29:32%20GMT	https://webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/js/jquery.magnific-popup.min.js?ver=1.2.12	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/assets/js/jquery.magnific-popup.mind115.js	(from https://webbiit.com/)
22:25:11	312469/312469	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Jan%202020%2000:05:49%20GMT	https://webbiit.com/wp-content/themes/Divi/js/custom.min.js?ver=4.2.1	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/js/custom.min50fa.js	(from https://webbiit.com/)
22:25:13	1832/1832	---M--	200	added ('OK')	application/javascript	date:Thu,%2018%20Jan%202024%2012:41:40%20GMT	https://webbiit.com/wp-content/plugins/thrive-visual-editor/thrive-dashboard/js/dist/frontend.min.js?ver=2.2.17	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/thrive-visual-editor/thrive-dashboard/js/dist/frontend.min2bc7.js	(from https://webbiit.com/)
22:25:14	3122/3122	---M--	200	added ('OK')	application/javascript	date:Mon,%2003%20Apr%202023%2012:29:32%20GMT	https://webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/scripts/frontend-bundle.min.js?ver=1.2.12	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/wow-carousel-for-divi-lite/scripts/frontend-bundle.mind115.js	(from https://webbiit.com/)
22:25:16	1360/1360	---M--	200	added ('OK')	application/javascript	date:Fri,%2014%20Dec%202018%2003:10:15%20GMT	https://webbiit.com/wp-content/themes/Divi/core/admin/js/common.js?ver=4.2.1	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/core/admin/js/common50fa.js	(from https://webbiit.com/)
22:25:17	20217/20217	---M--	200	added ('OK')	application/javascript	date:Mon,%2008%20Jan%202024%2005:08:56%20GMT	https://webbiit.com/wp-content/plugins/facebook-conversion-pixel/pixel-cat.min.js?ver=3.0.3	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/facebook-conversion-pixel/pixel-cat.min19ce.js	(from https://webbiit.com/)
22:25:18	10428/10428	---M--	200	added ('OK')	application/javascript	date:Mon,%2008%20Jan%202024%2005:08:56%20GMT	https://webbiit.com/wp-content/plugins/facebook-conversion-pixel/video.js?ver=6.5.5	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/facebook-conversion-pixel/videoadc6.js	(from https://webbiit.com/)
22:25:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2021:25:22%20GMT	https://webbiit.com/a	C:/My%20Web%20Sites/webbit/webbiit.com/a.2c.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:25:23	30850/30850	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202024%2021:25:23%20GMT	https://webbiit.com/POST	C:/My%20Web%20Sites/webbit/webbiit.com/POST.2d.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:25:25	30850/30850	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202024%2021:25:26%20GMT	https://webbiit.com/schema.org/	C:/My%20Web%20Sites/webbit/webbiit.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
22:25:25	30850/30850	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202024%2021:25:26%20GMT	https://webbiit.com/b.resolvedLink	C:/My%20Web%20Sites/webbit/webbiit.com/b.2e.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:25:25	0/-1	---M--	301	error ('')			https://webbiit.com/a	C:/My%20Web%20Sites/webbit/webbiit.com/a.2f.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:25:27	30850/30850	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202024%2021:25:28%20GMT	https://webbiit.com/signals/iwl.js	C:/My%20Web%20Sites/webbit/webbiit.com/signals/iwl.30.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:25:30	143258/143258	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2030%20Jul%202023%2021:12:40%20GMT	https://webbiit.com/wp-content/plugins/formcraft3/lib/material-icons/MaterialIcons-Regular.eot	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/formcraft3/lib/material-icons/MaterialIcons-Regular.eot	(from https://webbiit.com/wp-content/plugins/formcraft3/dist/formcraft-common.css?ver=3.6)
22:25:30	57620/57620	---M--	200	added ('OK')	font/woff	date:Sun,%2030%20Jul%202023%2021:12:40%20GMT	https://webbiit.com/wp-content/plugins/formcraft3/lib/material-icons/MaterialIcons-Regular.woff	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/formcraft3/lib/material-icons/MaterialIcons-Regular.woff	(from https://webbiit.com/wp-content/plugins/formcraft3/dist/formcraft-common.css?ver=3.6)
22:25:32	128180/128180	---M--	200	added ('OK')	font/ttf	date:Sun,%2030%20Jul%202023%2021:12:40%20GMT	https://webbiit.com/wp-content/plugins/formcraft3/lib/material-icons/MaterialIcons-Regular.ttf	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/plugins/formcraft3/lib/material-icons/MaterialIcons-Regular.ttf	(from https://webbiit.com/wp-content/plugins/formcraft3/dist/formcraft-common.css?ver=3.6)
22:25:35	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Oct%202018%2016:34:08%20GMT	https://webbiit.com/wp-content/themes/Divi/core/admin/fonts/modules.eot	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/core/admin/fonts/modules.eot	(from https://webbiit.com/wp-content/themes/Divi/style.css?ver=4.2.1)
22:25:38	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Oct%202018%2016:34:08%20GMT	https://webbiit.com/wp-content/themes/Divi/core/admin/fonts/modules.eot?	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/core/admin/fonts/modulesd41d.eot	(from https://webbiit.com/wp-content/themes/Divi/style.css?ver=4.2.1)
22:25:40	92400/92400	---M--	200	added ('OK')	font/ttf	date:Tue,%2030%20Oct%202018%2016:34:08%20GMT	https://webbiit.com/wp-content/themes/Divi/core/admin/fonts/modules.ttf	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/core/admin/fonts/modules.ttf	(from https://webbiit.com/wp-content/themes/Divi/style.css?ver=4.2.1)
22:25:41	92476/92476	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Oct%202018%2016:34:08%20GMT	https://webbiit.com/wp-content/themes/Divi/core/admin/fonts/modules.woff	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/core/admin/fonts/modules.woff	(from https://webbiit.com/wp-content/themes/Divi/style.css?ver=4.2.1)
22:25:43	1422/1422	---M--	200	added ('OK')	image/gif	date:Tue,%2030%20Oct%202018%2016:34:10%20GMT	https://webbiit.com/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from https://webbiit.com/wp-content/themes/Divi/style.css?ver=4.2.1)
22:25:43	301078/301078	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Oct%202018%2016:34:08%20GMT	https://webbiit.com/wp-content/themes/Divi/core/admin/fonts/modules.svg	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/core/admin/fonts/modules.svg	(from https://webbiit.com/wp-content/themes/Divi/style.css?ver=4.2.1)
22:25:44	9427/9427	---M--	200	added ('OK')	image/gif	date:Tue,%2030%20Oct%202018%2016:34:10%20GMT	https://webbiit.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://webbiit.com/wp-content/themes/Divi/style.css?ver=4.2.1)
22:25:46	17119/17119	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Sep%202018%2022:47:06%20GMT	https://webbiit.com/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	(from https://webbiit.com/wp-content/themes/Divi/style.css?ver=4.2.1)
22:25:55	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2018%20Jul%202020%2002:41:04%20GMT	https://webbiit.com/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/webbit/webbiit.com/wp-includes/fonts/dashicons7d4b.eot	(from https://webbiit.com/wp-includes/css/dashicons.min.css?ver=6.5.5)
22:25:56	56392/56392	---M--	200	added ('OK')	font/ttf	date:Sat,%2018%20Jul%202020%2002:41:04%20GMT	https://webbiit.com/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/webbit/webbiit.com/wp-includes/fonts/dashicons7d4b.ttf	(from https://webbiit.com/wp-includes/css/dashicons.min.css?ver=6.5.5)
22:25:58	28051/28051	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:25:58%20GMT	https://webbiit.com/wp-json/wp/v2/pages/2669	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/wp/v2/pages/2669.json	(from https://webbiit.com/about-us/)
22:25:59	2291/2291	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:00%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fabout-us%2F	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embedafec.json	(from https://webbiit.com/about-us/)
22:26:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2021:26:01%20GMT	https://webbiit.com/?p=2669	C:/My%20Web%20Sites/webbit/webbiit.com/index1528.html	(from https://webbiit.com/about-us/)
22:26:01	2448/2448	---MC-	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202024%2021:26:01%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embeda9ef	(from https://webbiit.com/about-us/)
22:26:02	17699/17699	---M--	200	added ('OK')	text/css	date:Sat,%2031%20Aug%202024%2000:40:25%20GMT	https://webbiit.com/wp-content/et-cache/2669/et-core-unified-2669-17250648246338.min.css	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/et-cache/2669/et-core-unified-2669-17250648246338.min.css	(from https://webbiit.com/about-us/)
22:26:04	1445/1445	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:04%20GMT	https://webbiit.com/wp-json/wp/v2/pages/2743	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/wp/v2/pages/2743.json	(from https://webbiit.com/our-services/)
22:26:05	2137/2137	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:06%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Four-services%2F	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embeda897.json	(from https://webbiit.com/our-services/)
22:26:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2021:26:06%20GMT	https://webbiit.com/?p=2743	C:/My%20Web%20Sites/webbit/webbiit.com/index2c19.html	(from https://webbiit.com/our-services/)
22:26:07	2294/2294	---MC-	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202024%2021:26:07%20GMT	https://webbiit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwebbiit.com%2Four-services%2F&format=xml	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/oembed/1.0/embed8ed7	(from https://webbiit.com/our-services/)
22:26:08	2965/2965	---M--	200	added ('OK')	text/css	date:Fri,%2030%20Aug%202024%2017:00:23%20GMT	https://webbiit.com/wp-content/et-cache/global/et-divi-customizer-global-17250372233058.min.css	C:/My%20Web%20Sites/webbit/webbiit.com/wp-content/et-cache/global/et-divi-customizer-global-17250372233058.min.css	(from https://webbiit.com/our-services/)
22:26:10	32826/32826	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2021:26:10%20GMT	https://webbiit.com/wp-json/wp/v2/pages/2671	C:/My%20Web%20Sites/webbit/webbiit.com/wp-json/wp/v2/pages/2671.json	(from https://webbiit.com/web-design/)
